Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.12_16.14.47,-8.500138,51.893262,0,B,3,LTE,-94,-11,13.0,12,-,10691,150,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.48,-8.500138,51.893262,0,B,3,LTE,-94,-11,13.0,12,-,11351,161,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.49,-8.500138,51.893262,0,B,3,LTE,-93,-11,13.0,12,-,6978,221,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.50,-8.500138,51.893262,0,B,3,LTE,-93,-11,13.0,12,-,14047,156,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.51,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,14472,189,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.52,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,16183,355,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.53,-8.500138,51.893262,0,B,3,LTE,-95,-11,17.0,12,-,30704,629,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.54,-8.500138,51.893262,0,B,3,LTE,-95,-11,17.0,12,-,27892,451,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.56,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,31874,477,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.57,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,22110,201,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.58,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,22166,212,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.14.59,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,21327,287,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.00,-8.500138,51.893262,0,B,3,LTE,-94,-11,19.0,12,-,23374,446,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.01,-8.500138,51.893262,0,B,3,LTE,-94,-11,19.0,12,-,27680,412,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.02,-8.500138,51.893262,0,B,3,LTE,-95,-11,17.0,12,-,34122,350,D,-89.0,-8.0,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.03,-8.500138,51.893262,0,B,3,LTE,-95,-11,17.0,12,-,38115,271,D,-89.0,-8.0,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.04,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,38316,456,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.05,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,28083,305,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.06,-8.500138,51.893262,0,B,3,LTE,-95,-11,14.0,12,-,29447,386,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.08,-8.500138,51.893262,0,B,3,LTE,-95,-11,14.0,12,-,18408,197,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.09,-8.500138,51.893262,0,B,3,LTE,-94,-11,13.0,12,-,34927,304,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.10,-8.500138,51.893262,0,B,3,LTE,-94,-11,13.0,12,-,34950,569,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.11,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,30263,880,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.12,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,21238,520,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.13,-8.500138,51.893262,0,B,3,LTE,-95,-10,17.0,12,-,19806,721,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.14,-8.500138,51.893262,0,B,3,LTE,-95,-10,17.0,12,-,19158,413,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.15,-8.500138,51.893262,0,B,3,LTE,-95,-10,18.0,12,-,17659,550,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.17,-8.500138,51.893262,0,B,3,LTE,-95,-10,18.0,12,-,16104,479,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.18,-8.500138,51.893262,0,B,3,LTE,-95,-10,18.0,12,-,22580,677,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.19,-8.500138,51.893262,0,B,3,LTE,-95,-10,18.0,12,-,22077,662,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.20,-8.500138,51.893262,0,B,3,LTE,-95,-10,18.0,12,-,20623,671,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.21,-8.500138,51.893262,0,B,3,LTE,-95,-10,18.0,12,-,19348,338,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.22,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,30454,279,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.23,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,29906,273,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.24,-8.500138,51.893262,0,B,3,LTE,-95,-11,19.0,12,-,30319,240,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.25,-8.500138,51.893262,0,B,3,LTE,-95,-11,19.0,12,-,24548,397,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.27,-8.500138,51.893262,0,B,3,LTE,-95,-11,19.0,12,-,28485,239,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.28,-8.500138,51.893262,0,B,3,LTE,-95,-11,19.0,12,-,30946,249,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.29,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,24929,692,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.30,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,15937,241,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.31,-8.500138,51.893262,0,B,3,LTE,-95,-10,18.0,12,-,23743,355,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.32,-8.500138,51.893262,0,B,3,LTE,-95,-10,18.0,12,-,32087,348,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.33,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,37578,595,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.34,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,37343,492,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.35,-8.500138,51.893262,0,B,3,LTE,-95,-10,17.0,12,-,43953,873,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.36,-8.500138,51.893262,0,B,3,LTE,-95,-10,17.0,12,-,54365,1358,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.38,-8.500138,51.893262,0,B,3,LTE,-95,-10,17.0,12,-,39747,635,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.39,-8.500138,51.893262,0,B,3,LTE,-95,-10,17.0,12,-,41884,664,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.40,-8.500138,51.893262,0,B,3,LTE,-95,-11,15.0,12,-,23441,802,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.41,-8.500138,51.893262,0,B,3,LTE,-95,-11,15.0,12,-,24962,371,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.42,-8.500138,51.893262,0,B,3,LTE,-95,-10,14.0,12,-,36940,586,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.43,-8.500138,51.893262,0,B,3,LTE,-95,-10,14.0,12,-,63044,333,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.44,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,65079,892,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.45,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,61408,506,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.46,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,62238,1086,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.47,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,58156,557,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.48,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,57362,890,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.49,-8.500138,51.893262,0,B,3,LTE,-95,-11,18.0,12,-,52822,854,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.51,-8.500138,51.893262,0,B,3,LTE,-94,-9,18.0,12,-,41291,657,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.52,-8.500138,51.893262,0,B,3,LTE,-94,-9,18.0,12,-,46760,557,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.53,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,30029,612,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.54,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,27132,399,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.55,-8.500138,51.893262,0,B,3,LTE,-95,-11,17.0,12,-,36292,293,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.56,-8.500138,51.893262,0,B,3,LTE,-95,-11,17.0,12,-,22692,237,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.57,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,33607,336,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.58,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,42555,353,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.15.59,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,54052,299,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.00,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,47576,1040,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.02,-8.500138,51.893262,0,B,3,LTE,-94,-9,17.0,12,-,54085,427,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.03,-8.500138,51.893262,0,B,3,LTE,-94,-9,17.0,12,-,56669,922,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.04,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,56512,567,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.05,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,65090,1010,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.06,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,66555,323,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.07,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,64419,274,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.08,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,61388,498,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.09,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,40005,848,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.10,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,56445,465,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.11,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,34927,969,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.12,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,34882,277,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.14,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,41157,376,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.15,-8.500138,51.893262,0,B,3,LTE,-94,-10,15.0,12,-,43081,418,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.16,-8.500138,51.893262,0,B,3,LTE,-94,-10,15.0,12,-,31125,390,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.17,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,48225,307,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.18,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,39803,540,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.19,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,25454,532,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.20,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,28709,398,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.21,-8.500138,51.893262,0,B,3,LTE,-94,-10,15.0,12,-,36907,291,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.22,-8.500138,51.893262,0,B,3,LTE,-94,-10,15.0,12,-,26740,624,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.24,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,42063,523,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.25,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,33943,467,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.26,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,26852,223,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.27,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,37466,315,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.28,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,52967,288,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.29,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,52251,381,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.30,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,44155,640,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.31,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,50419,218,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.32,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,45240,623,D,-86.0,-12.0,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.33,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,29236,526,D,-86.0,-12.0,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.34,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,31787,250,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.36,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,46081,287,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.37,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,32759,259,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.38,-8.500138,51.893262,0,B,3,LTE,-94,-11,15.0,12,-,59868,463,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.39,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,66602,304,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.40,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,47576,623,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.41,-8.500138,51.893262,0,B,3,LTE,-94,-10,16.0,12,-,57911,748,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.42,-8.500138,51.893262,0,B,3,LTE,-94,-10,16.0,12,-,43517,784,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.43,-8.500138,51.893262,0,B,3,LTE,-94,-11,13.0,12,-,46313,876,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.44,-8.500138,51.893262,0,B,3,LTE,-94,-11,13.0,12,-,54545,771,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.45,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,49523,866,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.47,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,55226,1229,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.48,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,53516,1066,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.49,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,41179,874,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.50,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,38495,602,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.51,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,40061,717,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.52,-8.500138,51.893262,0,B,3,LTE,-94,-10,16.0,12,-,35643,512,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.53,-8.500138,51.893262,0,B,3,LTE,-94,-10,16.0,12,-,52486,800,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.54,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,53839,605,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.55,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,23587,535,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.56,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,32355,863,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.57,-8.500138,51.893262,0,B,3,LTE,-94,-11,16.0,12,-,49243,1144,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.16.59,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,25622,682,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.00,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,33138,355,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.01,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,38439,473,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.02,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,30521,306,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.03,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,30857,413,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.04,-8.500138,51.893262,0,B,3,LTE,-94,-11,18.0,12,-,40329,547,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.05,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,42801,1061,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.06,-8.500138,51.893262,0,B,3,LTE,-94,-10,18.0,12,-,37881,897,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.07,-8.500138,51.893262,0,B,3,LTE,-94,-11,14.0,12,-,26472,397,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.08,-8.500138,51.893262,0,B,3,LTE,-94,-11,14.0,12,-,28955,321,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.10,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,29279,469,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.11,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,13599,215,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.12,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,11664,165,D,-,-,-8.499074,51.887362,660.10000000000002
2018.02.12_16.17.13,-8.500138,51.893262,0,B,3,LTE,-94,-11,17.0,12,-,18364,180,D,-,-,-8.499074,51.887362,660.10000000000002
