Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.01.27_13.59.16,-8.500187,51.893227,0,B,3,LTE,-103,-12,4.0,8,-87,37276,625,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.18,-8.500187,51.893227,0,B,3,LTE,-103,-12,4.0,8,-87,36213,592,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.19,-8.500187,51.893227,0,B,3,LTE,-104,-9,4.0,8,-87,31919,590,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.20,-8.500187,51.893227,0,B,3,LTE,-104,-9,4.0,8,-87,36459,775,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.21,-8.500187,51.893227,0,B,3,LTE,-104,-11,4.0,8,-87,39882,650,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.22,-8.500187,51.893227,0,B,3,LTE,-104,-11,4.0,8,-87,39032,700,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.23,-8.500187,51.893227,0,B,3,LTE,-104,-12,5.0,8,-87,39535,620,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.24,-8.500187,51.893227,0,B,3,LTE,-104,-12,5.0,8,-87,32948,669,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.25,-8.500187,51.893227,0,B,3,LTE,-104,-11,5.0,8,-87,39815,693,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.26,-8.500187,51.893227,0,B,3,LTE,-104,-11,5.0,8,-87,39580,698,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.27,-8.500187,51.893227,0,B,3,LTE,-104,-12,5.0,8,-87,38786,686,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.29,-8.500187,51.893227,0,B,3,LTE,-104,-12,5.0,8,-87,30867,485,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.30,-8.500187,51.893227,0,B,3,LTE,-104,-11,5.0,8,-87,37824,602,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.31,-8.500187,51.893227,0,B,3,LTE,-104,-11,5.0,8,-87,34681,711,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.32,-8.500187,51.893227,0,B,3,LTE,-104,-12,5.0,8,-87,27490,427,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.33,-8.500187,51.893227,0,B,3,LTE,-104,-12,5.0,8,-87,36605,614,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.34,-8.500187,51.893227,0,B,3,LTE,-104,-12,4.0,8,-87,31024,550,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.35,-8.500187,51.893227,0,B,3,LTE,-104,-12,4.0,8,-87,34871,895,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.36,-8.500187,51.893227,0,B,3,LTE,-103,-11,4.0,8,-87,35274,755,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.37,-8.500187,51.893227,0,B,3,LTE,-103,-11,4.0,8,-87,34963,519,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.38,-8.500187,51.893227,0,B,3,LTE,-103,-11,4.0,8,-87,27165,458,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.39,-8.500187,51.893227,0,B,3,LTE,-103,-11,4.0,8,-87,26170,472,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.41,-8.500187,51.893227,0,B,3,LTE,-103,-11,4.0,8,-87,36526,623,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.42,-8.500187,51.893227,0,B,3,LTE,-103,-11,4.0,8,-87,32936,542,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.43,-8.500187,51.893227,0,B,3,LTE,-103,-11,4.0,8,-87,35430,569,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.44,-8.500187,51.893227,0,B,3,LTE,-103,-11,4.0,8,-87,27277,510,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.45,-8.500187,51.893227,0,B,3,LTE,-103,-12,4.0,8,-87,36012,598,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.46,-8.500187,51.893227,0,B,3,LTE,-103,-12,4.0,8,-87,39110,647,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.47,-8.500187,51.893227,0,B,3,LTE,-104,-12,4.0,9,-85,36157,603,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.48,-8.500187,51.893227,0,B,3,LTE,-104,-12,4.0,9,-85,35576,496,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.49,-8.500187,51.893227,0,B,3,LTE,-102,-12,6.0,9,-87,26942,444,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.50,-8.500187,51.893227,0,B,3,LTE,-102,-12,6.0,9,-87,25443,401,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.52,-8.500187,51.893227,0,B,3,LTE,-103,-12,7.0,9,-87,27344,510,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.53,-8.500187,51.893227,0,B,3,LTE,-103,-12,7.0,9,-87,30923,539,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.54,-8.500187,51.893227,0,B,3,LTE,-103,-12,7.0,9,-87,31639,578,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.55,-8.500187,51.893227,0,B,3,LTE,-103,-12,7.0,9,-87,30532,440,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.56,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,26125,461,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.57,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,29615,643,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.58,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,29575,535,D,-,-,-8.499074,51.887362,656.62
2018.01.27_13.59.59,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,27915,489,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.00,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,30185,590,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.01,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,28027,442,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.03,-8.500187,51.893227,0,B,3,LTE,-105,-12,6.0,9,-87,27054,433,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.04,-8.500187,51.893227,0,B,3,LTE,-105,-12,6.0,9,-87,25902,433,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.05,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,23889,420,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.06,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,28865,495,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.07,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,26170,550,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.08,-8.500187,51.893227,0,B,3,LTE,-104,-12,6.0,9,-87,38003,776,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.09,-8.500187,51.893227,0,B,3,LTE,-103,-12,6.0,9,-87,38786,669,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.10,-8.500187,51.893227,0,B,3,LTE,-103,-12,6.0,9,-87,37645,654,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.11,-8.500187,51.893227,0,B,3,LTE,-103,-12,7.0,9,-87,21719,476,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.12,-8.500187,51.893227,0,B,3,LTE,-103,-12,7.0,9,-87,17983,377,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.14,-8.500187,51.893227,0,B,3,LTE,-103,-13,7.0,9,-87,20958,365,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.15,-8.500187,51.893227,0,B,3,LTE,-103,-13,7.0,9,-87,19896,349,D,-,-,-8.499074,51.887362,656.62
2018.01.27_14.00.16,-8.500187,51.893227,0,B,3,LTE,-103,-12,7.0,9,-87,14158,244,D,-80.0,-12.0,-8.499074,51.887362,656.62
2018.01.27_14.00.17,-8.500187,51.893227,0,B,3,LTE,-103,-12,7.0,9,-87,22021,284,D,-80.0,-12.0,-8.499074,51.887362,656.62
2018.01.27_14.00.18,-8.500727,51.893165,0,B,3,LTE,-103,-12,7.0,13,-85,22021,284,D,-80.0,-12.0,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.18,-8.500727,51.893165,0,B,3,LTE,-103,-12,7.0,13,-85,35978,603,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.19,-8.500727,51.893165,0,B,3,LTE,-103,-12,7.0,13,-85,40810,660,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.20,-8.500727,51.893165,0,B,3,LTE,-103,-12,7.0,13,-87,39054,637,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.21,-8.500727,51.893165,0,B,3,LTE,-103,-12,7.0,13,-87,35867,522,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.22,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,13,-87,30062,491,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.23,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,13,-87,24940,590,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.25,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,28150,528,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.26,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,32075,596,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.27,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,32433,550,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.28,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,15098,240,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.29,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,21260,521,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.30,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,33563,537,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.31,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,32120,522,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.32,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,29648,507,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.33,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,21797,380,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.34,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,13,-87,22133,358,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.36,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,21506,362,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.37,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,25074,480,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.38,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,24023,416,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.39,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,21361,410,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.40,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,22032,336,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.41,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,11116,244,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.42,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,9987,223,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.43,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,10222,168,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.44,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,16060,324,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.46,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,13834,268,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.47,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,12347,216,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.48,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,13,-87,13062,224,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.49,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,13,-87,14136,240,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.50,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,13,-87,13510,280,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.51,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,13,-87,10781,179,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.52,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,13,-87,18744,314,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.53,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,8,-89,29335,481,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.54,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,8,-89,31158,542,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.56,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,30297,654,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.57,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,21260,438,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.58,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,29458,522,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.00.59,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,30241,454,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.00,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,36001,505,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.01,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,33798,625,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.02,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,26539,392,D,-80.0,-7.0,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.03,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,33428,491,D,-80.0,-7.0,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.04,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,35419,569,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.05,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,25007,484,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.07,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,16317,277,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.08,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,9651,172,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.09,-8.500727,51.893165,0,B,3,LTE,-105,-11,4.0,8,-89,29201,470,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.10,-8.500727,51.893165,0,B,3,LTE,-105,-11,4.0,8,-89,24023,403,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.11,-8.500727,51.893165,0,B,3,LTE,-105,-11,4.0,8,-89,36316,559,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.12,-8.500727,51.893165,0,B,3,LTE,-105,-11,4.0,8,-89,37936,607,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.13,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-89,37197,590,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.14,-8.500727,51.893165,0,B,3,LTE,-105,-12,4.0,8,-86,31796,513,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.15,-8.500727,51.893165,0,B,3,LTE,-103,-12,4.0,8,-86,31024,520,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.16,-8.500727,51.893165,0,B,3,LTE,-103,-12,4.0,8,-86,31147,621,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.17,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,8,-86,23698,375,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.19,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,8,-86,23967,406,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.20,-8.500727,51.893165,0,B,3,LTE,-104,-11,7.0,8,-86,32657,370,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.21,-8.500727,51.893165,0,B,3,LTE,-104,-11,7.0,8,-86,27177,443,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.22,-8.500727,51.893165,0,B,3,LTE,-104,-11,7.0,8,-86,27736,520,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.23,-8.500727,51.893165,0,B,3,LTE,-104,-11,7.0,8,-86,25913,464,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.24,-8.500727,51.893165,0,B,3,LTE,-104,-12,7.0,8,-86,25096,435,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.25,-8.500727,51.893165,0,B,3,LTE,-104,-12,7.0,8,-86,30923,520,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.26,-8.500727,51.893165,0,B,3,LTE,-104,-12,7.0,8,-88,33786,564,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.27,-8.500727,51.893165,0,B,3,LTE,-104,-12,7.0,8,-88,32880,554,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.28,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,8,-88,16339,359,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.30,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,8,-88,31102,464,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.31,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,8,-88,37164,471,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.32,-8.500727,51.893165,0,B,3,LTE,-105,-12,6.0,8,-88,35173,595,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.33,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,8,-88,35542,603,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.34,-8.500727,51.893165,0,B,3,LTE,-104,-12,6.0,8,-88,35319,577,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.35,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,8,-88,34636,558,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.36,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,8,-88,33988,586,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.37,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,8,-88,23229,405,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.38,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,8,-88,17258,316,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.39,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,8,-88,5033,124,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.41,-8.500727,51.893165,0,B,3,LTE,-104,-12,5.0,8,-88,4956,90,D,-,-,-8.499074,51.887362,655.15999999999997
2018.01.27_14.01.42,-8.500727,51.893165,0,B,3,LTE,-105,-12,5.0,8,-88,11833,207,D,-,-,-8.499074,51.887362,655.15999999999997
